"";"Order";"PID";"MS.SubClass";"MS.Zoning";"Lot.Frontage";"Lot.Area";"Street";"Alley";"Lot.Shape";"Land.Contour";"Utilities";"Lot.Config";"Land.Slope";"Neighborhood";"Condition.1";"Condition.2";"Bldg.Type";"House.Style";"Overall.Qual";"Overall.Cond";"Year.Built";"Year.Remod.Add";"Roof.Style";"Roof.Matl";"Exterior.1st";"Exterior.2nd";"Mas.Vnr.Type";"Mas.Vnr.Area";"Exter.Qual";"Exter.Cond";"Foundation";"Bsmt.Qual";"Bsmt.Cond";"Bsmt.Exposure";"BsmtFin.Type.1";"BsmtFin.SF.1";"BsmtFin.Type.2";"BsmtFin.SF.2";"Bsmt.Unf.SF";"Total.Bsmt.SF";"Heating";"Heating.QC";"Central.Air";"Electrical";"X1st.Flr.SF";"X2nd.Flr.SF";"Low.Qual.Fin.SF";"Gr.Liv.Area";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"Bedroom.AbvGr";"Kitchen.AbvGr";"Kitchen.Qual";"TotRms.AbvGrd";"Functional";"Fireplaces";"Fireplace.Qu";"Garage.Type";"Garage.Yr.Blt";"Garage.Finish";"Garage.Cars";"Garage.Area";"Garage.Qual";"Garage.Cond";"Paved.Drive";"Wood.Deck.SF";"Open.Porch.SF";"Enclosed.Porch";"X3Ssn.Porch";"Screen.Porch";"Pool.Area";"Pool.QC";"Fence";"Misc.Feature";"Misc.Val";"Mo.Sold";"Yr.Sold";"Sale.Type";"Sale.Condition";"SalePrice"
"1825";1825;532377050;20;"RL";84;7476;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"1Story";5;7;1968;1968;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";812;"Unf";0;228;1040;"GasA";"TA";"Y";"SBrkr";1040;0;0;1040;1;0;1;1;3;1;"TA";5;"Typ";0;"NA";"Detchd";1991;"Fin";2;686;"TA";"TA";"Y";188;0;0;0;0;0;"NA";"NA";"NA";0;6;2007;"WD ";"Normal";145000
"979";979;923228150;160;"RM";21;1533;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"MeadowV";"Norm";"Norm";"Twnhs";"2Story";4;6;1970;2008;"Gable";"CompShg";"CemntBd";"CmentBd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;546;546;"GasA";"TA";"Y";"SBrkr";798;546;0;1344;0;0;1;1;3;1;"TA";6;"Typ";1;"TA";"NA";NA;"NA";0;0;"NA";"NA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;5;2009;"WD ";"Normal";97000
"578";578;533254110;80;"RL";80;9600;"Pave";"NA";"Reg";"Low";"AllPub";"FR2";"Mod";"Veenker";"Feedr";"Norm";"1Fam";"SLvl";8;5;1976;1976;"Gable";"CompShg";"Plywood";"Plywood";"BrkFace";200;"Gd";"Gd";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;392;392;"GasA";"Ex";"Y";"SBrkr";1487;1012;0;2499;0;0;2;1;4;1;"TA";5;"Typ";1;"Gd";"Attchd";1976;"Unf";2;527;"TA";"TA";"Y";0;64;0;0;0;0;"NA";"NA";"NA";0;1;2009;"WD ";"Abnorml";180500
"194";194;903225150;30;"RM";50;5000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Feedr";"Norm";"1Fam";"1Story";4;7;1925;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"Rec";188;"Unf";0;577;765;"GasA";"TA";"N";"FuseF";765;0;0;765;1;0;1;0;2;1;"Gd";4;"Typ";0;"NA";"Detchd";1926;"Unf";1;200;"Fa";"TA";"P";135;0;41;0;0;0;"NA";"MnPrv";"NA";0;4;2010;"WD ";"Normal";87000
"1789";1789;528439050;20;"RL";76;9158;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"1Story";8;5;2007;2007;"Gable";"CompShg";"CemntBd";"CmentBd";"Stone";140;"Gd";"TA";"PConc";"Gd";"TA";"Av";"Unf";0;"Unf";0;1496;1496;"GasA";"Ex";"Y";"SBrkr";1496;0;0;1496;0;0;2;0;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2007;"Fin";2;474;"TA";"TA";"Y";168;130;0;0;0;0;"NA";"NA";"NA";0;6;2007;"New";"Partial";225000
"2402";2402;528172020;60;"RL";74;10927;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";8;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";280;"Gd";"TA";"PConc";"Gd";"TA";"Av";"GLQ";546;"Unf";0;512;1058;"GasA";"Ex";"Y";"SBrkr";1058;846;0;1904;1;0;2;1;3;1;"Ex";8;"Typ";1;"Gd";"BuiltIn";2003;"Fin";2;736;"TA";"TA";"Y";179;60;0;0;0;0;"NA";"NA";"NA";0;6;2006;"WD ";"Normal";275000
"1889";1889;534278170;20;"RL";76;8243;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;7;1961;1961;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";56;"TA";"Gd";"CBlock";"TA";"TA";"No";"ALQ";700;"Unf";0;264;964;"GasA";"Ex";"Y";"SBrkr";964;0;0;964;0;0;1;0;3;1;"TA";5;"Typ";1;"Fa";"Detchd";1985;"Fin";2;784;"TA";"TA";"Y";170;0;0;0;0;0;"NA";"GdPrv";"NA";0;2;2007;"WD ";"Normal";137500
"697";697;902105050;50;"RM";90;15660;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1.5Fin";5;8;1910;2003;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"Gd";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;240;240;"GasA";"TA";"Y";"SBrkr";810;496;0;1306;0;0;1;1;3;1;"Gd";6;"Typ";0;"NA";"Detchd";1959;"Unf";2;472;"Fa";"TA";"N";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;7;2009;"WD ";"Normal";130000
"1282";1282;535476370;60;"RL";80;9760;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Mod";"NAmes";"Norm";"Norm";"1Fam";"2Story";6;6;1964;1964;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";360;"TA";"TA";"CBlock";"TA";"TA";"Gd";"GLQ";674;"LwQ";106;0;780;"GasA";"TA";"Y";"SBrkr";798;813;0;1611;1;0;1;1;4;1;"TA";7;"Typ";0;"NA";"Attchd";1964;"RFn";2;442;"TA";"TA";"Y";328;128;0;0;189;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";167900
"2771";2771;907130110;60;"RL";65;12438;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"PosN";"Norm";"1Fam";"2Story";6;5;1995;1995;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";68;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;781;781;"GasA";"Ex";"Y";"SBrkr";795;704;0;1499;0;0;2;1;3;1;"Gd";6;"Typ";1;"TA";"Attchd";1995;"RFn";2;473;"TA";"TA";"Y";413;91;0;0;0;0;"NA";"NA";"NA";0;8;2006;"WD ";"Normal";187000
"486";486;528280230;60;"RL";NA;12224;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;2000;2000;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";40;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";695;"Unf";0;297;992;"GasA";"Ex";"Y";"SBrkr";1022;1032;0;2054;1;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"BuiltIn";2000;"RFn";2;390;"TA";"TA";"Y";24;48;0;0;0;0;"NA";"NA";"NA";0;7;2009;"WD ";"Normal";244000
"1749";1749;528235160;60;"RL";59;11796;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Av";"Unf";0;"Unf";0;847;847;"GasA";"Ex";"Y";"SBrkr";847;1112;0;1959;0;0;2;1;4;1;"Gd";8;"Typ";1;"Gd";"BuiltIn";2004;"Fin";2;434;"TA";"TA";"Y";100;48;0;0;0;0;"NA";"NA";"NA";0;7;2007;"WD ";"Normal";215000
"306";306;911202100;50;"C (all)";66;8712;"Pave";"Pave";"Reg";"HLS";"AllPub";"Inside";"Mod";"IDOTRR";"Norm";"Norm";"1Fam";"1.5Fin";4;7;1900;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"Stone";"TA";"TA";"Mn";"Unf";0;"Unf";0;859;859;"GasA";"Gd";"Y";"SBrkr";859;319;0;1178;0;0;1;0;2;1;"TA";7;"Typ";0;"NA";"Detchd";1964;"RFn";1;384;"TA";"TA";"N";68;0;98;0;0;0;"NA";"NA";"NA";0;1;2010;"WD ";"Abnorml";102776
"149";149;535180130;50;"RL";60;8382;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1.5Fin";4;5;1956;1956;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;832;832;"GasA";"TA";"Y";"FuseA";832;505;0;1337;0;0;1;0;3;1;"TA";5;"Typ";0;"NA";"Attchd";1956;"Unf";1;263;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;2;2010;"WD ";"Normal";108000
"504";504;528387030;60;"RL";NA;11692;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NoRidge";"Norm";"Norm";"1Fam";"2Story";8;5;1993;1994;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";372;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";624;"Unf";0;549;1173;"GasA";"Ex";"Y";"SBrkr";1215;1017;0;2232;1;0;2;1;3;1;"Gd";8;"Typ";1;"TA";"Attchd";1993;"RFn";2;623;"TA";"TA";"Y";173;165;0;0;0;0;"NA";"NA";"NA";0;10;2009;"WD ";"Normal";263550
"161";161;535425010;80;"RL";96;11275;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"PosN";"Norm";"1Fam";"SLvl";7;7;1967;2007;"Mansard";"WdShake";"Wd Sdng";"Wd Sdng";"BrkFace";300;"Gd";"Gd";"CBlock";"Gd";"TA";"No";"Unf";0;"Unf";0;710;710;"GasA";"Ex";"Y";"SBrkr";1898;1080;0;2978;0;0;2;1;5;1;"Gd";11;"Typ";1;"Gd";"BuiltIn";1961;"Fin";2;564;"TA";"TA";"Y";240;0;0;0;0;0;"NA";"NA";"NA";0;6;2010;"WD ";"Normal";242000
"1302";1302;902202090;50;"RM";75;9000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1.5Fin";5;6;1946;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";445;"Unf";0;459;904;"GasA";"Ex";"Y";"FuseA";904;595;0;1499;0;0;1;0;3;1;"TA";5;"Typ";1;"Po";"Detchd";1959;"Unf";3;869;"TA";"Gd";"Y";0;20;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";140000
"2543";2543;534276010;20;"RL";70;9100;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Feedr";"Norm";"1Fam";"1Story";5;5;1958;1958;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"BLQ";521;"LwQ";174;169;864;"GasA";"TA";"Y";"SBrkr";864;0;0;864;1;0;1;0;3;1;"TA";5;"Typ";0;"NA";"Detchd";1964;"Unf";2;624;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Normal";129900
"1444";1444;907196050;60;"RL";68;11250;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";7;5;2001;2002;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";162;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"GLQ";486;"Unf";0;434;920;"GasA";"Ex";"Y";"SBrkr";920;866;0;1786;1;0;2;1;3;1;"Gd";6;"Typ";1;"TA";"Attchd";2001;"RFn";2;608;"TA";"TA";"Y";0;42;0;0;0;0;"NA";"NA";"NA";0;9;2008;"WD ";"Normal";223500
"1187";1187;534127210;80;"RL";NA;11104;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"Norm";"Norm";"1Fam";"SLvl";6;6;1969;1969;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"Av";"GLQ";828;"Unf";0;599;1427;"GasA";"Gd";"Y";"SBrkr";1427;0;0;1427;0;1;2;0;4;1;"TA";7;"Typ";0;"NA";"Attchd";1969;"RFn";2;516;"TA";"TA";"Y";0;0;0;0;216;0;"NA";"NA";"NA";0;5;2008;"WD ";"Normal";183000
"1488";1488;908102140;20;"RL";75;9825;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";5;5;1966;1966;"Hip";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";609;"Unf";0;483;1092;"GasA";"TA";"Y";"SBrkr";1092;0;0;1092;0;0;1;0;3;1;"TA";6;"Typ";0;"NA";"Attchd";1966;"Unf";1;264;"TA";"TA";"Y";259;0;0;0;161;0;"NA";"MnPrv";"NA";0;4;2008;"COD";"Abnorml";123000
"443";443;528142040;60;"RL";74;8834;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";9;5;2004;2005;"Hip";"CompShg";"VinylSd";"VinylSd";"Stone";216;"Gd";"TA";"PConc";"Ex";"TA";"No";"GLQ";1170;"Unf";0;292;1462;"GasA";"Ex";"Y";"SBrkr";1462;762;0;2224;1;0;2;1;4;1;"Ex";10;"Typ";1;"Gd";"Attchd";2004;"Fin";3;738;"TA";"TA";"Y";184;0;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";350000
"1776";1776;528427040;20;"RL";75;9910;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Feedr";"Norm";"1Fam";"1Story";7;6;2007;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1369;1369;"GasA";"Ex";"Y";"SBrkr";1369;0;0;1369;0;0;2;0;3;1;"Gd";5;"Typ";0;"NA";"Attchd";2007;"Unf";2;605;"TA";"TA";"Y";0;203;0;0;0;0;"NA";"NA";"NA";0;9;2007;"New";"Partial";213133
"1485";1485;907425035;120;"RM";NA;4438;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"TwnhsE";"1Story";6;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";169;"Gd";"TA";"PConc";"Gd";"TA";"Gd";"GLQ";662;"Unf";0;186;848;"GasA";"Ex";"Y";"SBrkr";848;0;0;848;1;0;1;0;1;1;"Gd";4;"Typ";1;"Gd";"Attchd";2004;"Fin";2;420;"TA";"TA";"Y";140;0;0;0;0;0;"NA";"NA";"NA";0;6;2008;"ConLD";"Normal";144500
"2445";2445;528315080;60;"RL";83;9545;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NoRidge";"Norm";"Norm";"1Fam";"2Story";8;5;2000;2000;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";322;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"GLQ";505;"Unf";0;655;1160;"GasA";"Ex";"Y";"SBrkr";1205;1029;0;2234;1;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"BuiltIn";2000;"RFn";3;768;"TA";"TA";"Y";0;50;0;0;0;0;"NA";"NA";"NA";0;6;2006;"WD ";"Normal";300000
"2049";2049;905100060;190;"RL";75;11235;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Sawyer";"Norm";"Norm";"2fmCon";"SFoyer";5;5;1963;1963;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"Av";"ALQ";925;"Unf";0;0;925;"GasA";"TA";"Y";"SBrkr";999;0;0;999;1;0;1;0;3;1;"TA";6;"Typ";0;"NA";"Detchd";1963;"Unf";1;308;"TA";"TA";"Y";40;176;0;0;0;0;"NA";"MnPrv";"NA";0;3;2007;"WD ";"Normal";130000
"11";11;527163010;60;"RL";75;10000;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;1993;1994;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;763;763;"GasA";"Gd";"Y";"SBrkr";763;892;0;1655;0;0;2;1;3;1;"TA";7;"Typ";1;"TA";"Attchd";1993;"Fin";2;440;"TA";"TA";"Y";157;84;0;0;0;0;"NA";"NA";"NA";0;4;2010;"WD ";"Normal";175900
"2569";2569;535125060;60;"RL";88;14200;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"2Story";7;6;1966;1966;"Gable";"CompShg";"MetalSd";"MetalSd";"BrkFace";309;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";445;"Unf";0;479;924;"GasA";"Ex";"Y";"SBrkr";1216;941;0;2157;0;0;2;1;4;1;"Gd";8;"Typ";2;"Gd";"Attchd";1966;"Fin";2;487;"TA";"TA";"Y";105;66;0;0;0;0;"NA";"GdPrv";"NA";0;5;2006;"WD ";"Normal";226000
"792";792;905452040;60;"RL";50;9350;"Pave";"NA";"Reg";"Bnk";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"2Story";6;7;1946;1950;"Hip";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"BLQ";342;"Unf";0;405;747;"GasA";"Ex";"Y";"SBrkr";892;747;0;1639;0;0;1;1;3;1;"Gd";6;"Typ";1;"Gd";"Detchd";1946;"Unf";1;240;"TA";"TA";"Y";0;50;0;0;0;0;"NA";"NA";"NA";0;7;2009;"WD ";"Normal";154400
"2295";2295;923229140;20;"RL";61;33983;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Mitchel";"Norm";"Norm";"1Fam";"1Story";5;6;1977;1994;"Gable";"CompShg";"Plywood";"Plywood";"None";0;"TA";"Fa";"PConc";"TA";"TA";"Mn";"ALQ";1112;"Unf";0;48;1160;"GasA";"TA";"Y";"SBrkr";1676;0;0;1676;1;0;1;1;3;1;"Gd";6;"Mod";2;"TA";"Attchd";1977;"RFn";2;672;"TA";"TA";"P";690;90;0;0;0;0;"NA";"GdPrv";"NA";0;5;2007;"WD ";"Normal";196000
"323";323;923201020;20;"RL";85;15300;"Pave";"NA";"Reg";"Bnk";"AllPub";"Inside";"Gtl";"Mitchel";"Norm";"Norm";"1Fam";"1Story";5;5;1965;1977;"Hip";"CompShg";"Plywood";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Rec";42;"Unf";0;1026;1068;"GasA";"TA";"Y";"SBrkr";1264;0;0;1264;1;0;1;0;2;1;"TA";7;"Typ";1;"TA";"Attchd";1965;"Unf";2;528;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;6;2010;"WD ";"Normal";169000
"53";53;528228285;120;"RL";43;3203;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Blmngtn";"Norm";"Norm";"TwnhsE";"1Story";7;5;2006;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";14;"Gd";"TA";"PConc";"Gd";"TA";"Av";"GLQ";16;"Unf";0;1129;1145;"GasA";"Ex";"Y";"SBrkr";1145;0;0;1145;0;0;2;0;2;1;"Gd";6;"Typ";0;"NA";"Attchd";2006;"Fin";2;437;"TA";"TA";"Y";100;116;0;0;0;0;"NA";"NA";"NA";0;1;2010;"WD ";"Normal";160000
"892";892;908154040;20;"RL";86;13286;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";9;5;2007;2008;"Hip";"CompShg";"CemntBd";"CmentBd";"Stone";340;"Ex";"TA";"PConc";"Ex";"TA";"No";"GLQ";1234;"Unf";0;464;1698;"GasA";"Ex";"Y";"SBrkr";1698;0;0;1698;1;0;2;0;3;1;"Ex";8;"Typ";1;"Gd";"Attchd";2007;"Fin";3;768;"TA";"TA";"Y";327;64;0;0;0;0;"NA";"NA";"NA";0;2;2009;"WD ";"Normal";320000
"1293";1293;902109110;50;"RM";63;11426;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1.5Fin";7;5;2003;2003;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1362;1362;"GasA";"Ex";"Y";"SBrkr";1362;720;0;2082;0;0;2;1;3;1;"Gd";6;"Mod";0;"NA";"Detchd";2003;"Unf";2;484;"TA";"TA";"N";280;238;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";200000
"463";463;528188020;120;"RL";48;3480;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"TwnhsE";"1Story";7;5;2003;2003;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";163;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1405;1405;"GasA";"Ex";"Y";"SBrkr";1405;0;0;1405;0;0;2;0;2;1;"Gd";6;"Typ";1;"TA";"Attchd";2003;"RFn";2;478;"TA";"TA";"Y";148;36;0;0;0;0;"NA";"NA";"NA";0;11;2009;"WD ";"Normal";173000
"414";414;527454130;160;"RL";24;2349;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NPkVill";"Norm";"Norm";"Twnhs";"2Story";6;5;1977;1977;"Gable";"CompShg";"Plywood";"Brk Cmn";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"No";"ALQ";389;"Unf";0;466;855;"GasA";"TA";"Y";"SBrkr";855;601;0;1456;0;0;2;1;3;1;"TA";6;"Typ";1;"TA";"Attchd";1977;"Unf";2;440;"TA";"TA";"Y";0;28;0;0;0;0;"NA";"NA";"NA";0;5;2009;"WD ";"Normal";137900
"2067";2067;905226050;30;"RL";NA;25339;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"1Story";5;7;1918;2007;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"Gd";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;816;816;"GasA";"Ex";"Y";"SBrkr";1416;0;0;1416;0;0;2;0;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2007;"Unf";2;576;"TA";"TA";"N";0;0;112;0;0;0;"NA";"NA";"NA";0;8;2007;"WD ";"Normal";112000
"1620";1620;527110130;80;"RL";56;8872;"Pave";"NA";"IR1";"HLS";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"SLvl";6;5;1997;1997;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;384;384;"GasA";"Gd";"Y";"SBrkr";754;630;0;1384;0;0;2;1;3;1;"TA";7;"Typ";1;"TA";"BuiltIn";1997;"Fin";2;390;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;3;2007;"WD ";"Normal";161500
"77";77;531451280;60;"RL";70;11218;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";6;5;1992;1992;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1055;1055;"GasA";"Ex";"Y";"SBrkr";1055;790;0;1845;0;0;2;1;3;1;"Gd";8;"Typ";1;"TA";"Attchd";1992;"RFn";2;462;"TA";"TA";"Y";635;104;0;0;0;0;"NA";"GdPrv";"Shed";400;5;2010;"WD ";"Normal";189000
"950";950;914474070;60;"RL";71;12209;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"Mitchel";"Norm";"Norm";"1Fam";"2Story";6;5;2001;2002;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Ex";"TA";"No";"ALQ";690;"Unf";0;114;804;"GasA";"Ex";"Y";"SBrkr";804;1157;0;1961;1;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"BuiltIn";2001;"Fin";2;560;"TA";"TA";"Y";125;192;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";215000
"41";41;528120100;20;"RL";95;12182;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";7;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";226;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"BLQ";1201;"Unf";0;340;1541;"GasA";"Ex";"Y";"SBrkr";1541;0;0;1541;0;0;2;0;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2005;"RFn";2;532;"TA";"TA";"Y";0;70;0;0;0;0;"NA";"NA";"NA";0;5;2010;"New";"Partial";220000
"786";786;905401100;20;"RL";NA;10708;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"ClearCr";"Norm";"Norm";"1Fam";"1Story";5;5;1955;1993;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"Gd";"TA";"CBlock";"TA";"TA";"No";"LwQ";379;"BLQ";768;470;1617;"GasA";"Ex";"Y";"FuseA";1867;0;0;1867;1;0;1;0;2;1;"TA";7;"Typ";3;"Gd";"Attchd";1955;"Fin";1;303;"TA";"TA";"Y";476;0;0;0;142;0;"NA";"GdWo";"NA";0;11;2009;"COD";"Normal";190000
